hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5760523,Y24H5760523P04,Y24H5760523P04JTE046,Weekday,FROM_HOME,Y24H5760523P04S01,483,Wyndham (C),TO_EDUCATION,Y24H5760523P04S01,494.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,5.73664,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Vehicle Passenger,11,5.73664,11.0,951.134047647,MELB - Outer,Greater Melbourne
Y24H5760523,Y24H5760523P05,Y24H5760523P05JTE047,Weekday,FROM_HOME,Y24H5760523P05S01,483,Wyndham (C),TO_EDUCATION,Y24H5760523P05S01,494.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,5.73664,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Vehicle Passenger,11,5.73664,11.0,922.776510479,MELB - Outer,Greater Melbourne
Y24H5760525,Y24H5760525P03,Y24H5760525P03JTE048,Weekday,FROM_HOME,Y24H5760525P03S01,453,Wyndham (C),TO_EDUCATION,Y24H5760525P03S01,484.0,Hobsons Bay (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,16.78067,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,Vehicle Passenger,31,16.78067,31.0,1263.176848029,MELB - Outer,Greater Melbourne
Y24H5760533,Y24H5760533P03,Y24H5760533P03JTE049,Weekday,FROM_HOME,Y24H5760533P03S01,493,Wyndham (C),TO_EDUCATION,Y24H5760533P03S01,494.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,0.92617,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.92617,1.0,597.707203509,MELB - Outer,Greater Melbourne
Y24H5760533,Y24H5760533P04,Y24H5760533P04JTE050,Weekday,FROM_HOME,Y24H5760533P04S01,493,Wyndham (C),TO_EDUCATION,Y24H5760533P04S01,494.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,0.92617,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.92617,1.0,543.741930232,MELB - Outer,Greater Melbourne
Y24H5760537,Y24H5760537P03,Y24H5760537P03JTE051,Weekday,FROM_HOME,Y24H5760537P03S01,525,Wyndham (C),TO_EDUCATION,Y24H5760537P03S01,540.0,Wyndham (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,0.85078,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,0.85078,15.0,1588.194050291,MELB - Outer,Greater Melbourne
Y24H5760537,Y24H5760537P04,Y24H5760537P04JTE052,Weekday,FROM_HOME,Y24H5760537P04S01,533,Wyndham (C),TO_EDUCATION,Y24H5760537P04S01,535.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.8497,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.8497,2.0,823.857433767,MELB - Outer,Greater Melbourne
Y24H5770201,Y24H5770201P03,Y24H5770201P03JTE053,Weekday,FROM_HOME,Y24H5770201P03S01,510,Knox (C),TO_EDUCATION,Y24H5770201P03S01,525.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,7.29476,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,7.29476,15.0,670.179357501,MELB - Outer,Greater Melbourne
Y24H5770201,Y24H5770201P04,Y24H5770201P04JTE054,Weekday,FROM_HOME,Y24H5770201P04S01,510,Knox (C),TO_EDUCATION,Y24H5770201P04S01,525.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,7.29476,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,7.29476,15.0,572.502300683,MELB - Outer,Greater Melbourne
Y24H5770212,Y24H5770212P03,Y24H5770212P03JTE055,Weekday,FROM_HOME,Y24H5770212P03S01,510,Knox (C),TO_EDUCATION,Y24H5770212P03S01,515.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.53679,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.53679,5.0,1591.092986429,MELB - Outer,Greater Melbourne
Y24H5770240,Y24H5770240P03,Y24H5770240P03JTE056,Weekday,FROM_HOME,Y24H5770240P03S01,505,Knox (C),TO_EDUCATION,Y24H5770240P03S01,510.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,1.04893,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.04893,5.0,560.855336515,MELB - Outer,Greater Melbourne
Y24H5770322,Y24H5770322P03,Y24H5770322P03JTE057,Weekday,FROM_HOME,Y24H5770322P03S03,810,Yarra (C),TO_EDUCATION,Y24H5770322P03S05,844.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,810.0,827.0,840.0,,,,,,,,,,,,,820.0,840.0,844.0,,,,,,,,,,,,,1.09533,1.89114,0.39867,,,,,,,,,,,,,10.0,13.0,4.0,,,,,,,,,,,,,Tram,27,3.38514,34.0,1612.498173473,MELB - Inner,Greater Melbourne
Y24H5770517,Y24H5770517P03,Y24H5770517P03JTE058,Weekday,FROM_HOME,Y24H5770517P03S01,525,Brimbank (C),TO_EDUCATION,Y24H5770517P03S01,532.0,Brimbank (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,0.37222,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Walking,7,0.37222,7.0,1829.944291455,MELB - Middle,Greater Melbourne
Y24H5780104,Y24H5780104P03,Y24H5780104P03JTE059,Weekday,FROM_HOME,Y24H5780104P03S01,470,Casey (C),TO_EDUCATION,Y24H5780104P03S01,495.0,Casey (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,10.08021,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,10.08021,25.0,3632.344118091,MELB - Outer,Greater Melbourne
Y24H5780108,Y24H5780108P03,Y24H5780108P03JTE060,Weekday,FROM_HOME,Y24H5780108P03S01,520,Casey (C),TO_EDUCATION,Y24H5780108P03S01,525.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.84437,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,0.84437,5.0,1492.427980963,MELB - Outer,Greater Melbourne
Y24H5780108,Y24H5780108P04,Y24H5780108P04JTE061,Weekday,FROM_HOME,Y24H5780108P04S01,520,Casey (C),TO_EDUCATION,Y24H5780108P04S01,525.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.84437,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,0.84437,5.0,2181.649413403,MELB - Outer,Greater Melbourne
Y24H5780122,Y24H5780122P03,Y24H5780122P03JTE062,Weekday,FROM_HOME,Y24H5780122P03S01,540,Casey (C),TO_EDUCATION,Y24H5780122P03S02,577.0,Monash (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,540.0,551.0,,,,,,,,,,,,,,548.0,577.0,,,,,,,,,,,,,,3.9282,28.39779,,,,,,,,,,,,,,8.0,26.0,,,,,,,,,,,,,,Vehicle Driver,34,32.32599,37.0,1306.190152982,MELB - Outer,Greater Melbourne
Y24H5780140,Y24H5780140P03,Y24H5780140P03JTE063,Weekday,FROM_HOME,Y24H5780140P03S01,525,Casey (C),TO_EDUCATION,Y24H5780140P03S01,530.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.44678,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.44678,5.0,679.81296656,MELB - Outer,Greater Melbourne
Y24H5780140,Y24H5780140P04,Y24H5780140P04JTE064,Weekday,FROM_HOME,Y24H5780140P04S01,525,Casey (C),TO_EDUCATION,Y24H5780140P04S01,530.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.44678,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.44678,5.0,1849.613024967,MELB - Outer,Greater Melbourne
Y24H5780204,Y24H5780204P03,Y24H5780204P03JTE065,Weekday,FROM_HOME,Y24H5780204P03S01,515,Monash (C),TO_EDUCATION,Y24H5780204P03S01,527.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.05924,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Passenger,12,2.05924,12.0,1357.705365123,MELB - Middle,Greater Melbourne
Y24H5780204,Y24H5780204P04,Y24H5780204P04JTE066,Weekday,FROM_HOME,Y24H5780204P04S01,515,Monash (C),TO_EDUCATION,Y24H5780204P04S01,527.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.05924,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Passenger,12,2.05924,12.0,1416.835053834,MELB - Middle,Greater Melbourne
Y24H5780303,Y24H5780303P02,Y24H5780303P02JTE067,Weekday,FROM_HOME,Y24H5780303P02S01,484,Glen Eira (C),TO_EDUCATION,Y24H5780303P02S01,494.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,4.53128,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,4.53128,10.0,1066.689581474,MELB - Inner,Greater Melbourne
Y24H5780308,Y24H5780308P03,Y24H5780308P03JTE068,Weekday,FROM_HOME,Y24H5780308P03S01,460,Glen Eira (C),TO_EDUCATION,Y24H5780308P03S02,480.0,Glen Eira (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,460.0,470.0,,,,,,,,,,,,,,468.0,480.0,,,,,,,,,,,,,,0.40593,2.23011,,,,,,,,,,,,,,8.0,10.0,,,,,,,,,,,,,,School Bus,18,2.63604,20.0,564.522187996,MELB - Inner,Greater Melbourne
Y24H5780308,Y24H5780308P04,Y24H5780308P04JTE069,Weekday,FROM_HOME,Y24H5780308P04S01,460,Glen Eira (C),TO_EDUCATION,Y24H5780308P04S02,480.0,Glen Eira (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,460.0,470.0,,,,,,,,,,,,,,468.0,480.0,,,,,,,,,,,,,,0.40593,2.23011,,,,,,,,,,,,,,8.0,10.0,,,,,,,,,,,,,,School Bus,18,2.63604,20.0,1117.100732181,MELB - Inner,Greater Melbourne
Y24H5780318,Y24H5780318P04,Y24H5780318P04JTE070,Weekday,FROM_HOME,Y24H5780318P04S01,480,Glen Eira (C),TO_EDUCATION,Y24H5780318P04S01,515.0,Whitehorse (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,11.12658,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,School Bus,35,11.12658,35.0,670.975150962,MELB - Inner,Greater Melbourne
Y24H5780318,Y24H5780318P05,Y24H5780318P05JTE071,Weekday,FROM_HOME,Y24H5780318P05S01,470,Glen Eira (C),TO_EDUCATION,Y24H5780318P05S01,510.0,Whitehorse (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,11.12658,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,School Bus,40,11.12658,40.0,670.975150962,MELB - Inner,Greater Melbourne
Y24H5780324,Y24H5780324P03,Y24H5780324P03JTE072,Weekday,FROM_HOME,Y24H5780324P03S01,490,Glen Eira (C),TO_EDUCATION,Y24H5780324P03S01,500.0,Port Phillip (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,2.29435,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.29435,10.0,1240.747985362,MELB - Inner,Greater Melbourne
Y24H5780324,Y24H5780324P04,Y24H5780324P04JTE073,Weekday,FROM_HOME,Y24H5780324P04S01,515,Glen Eira (C),TO_EDUCATION,Y24H5780324P04S01,525.0,Bayside (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.84059,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.84059,10.0,693.646396639,MELB - Inner,Greater Melbourne
Y24H5780324,Y24H5780324P05,Y24H5780324P05JTE074,Weekday,FROM_HOME,Y24H5780324P05S01,515,Glen Eira (C),TO_EDUCATION,Y24H5780324P05S01,525.0,Bayside (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.84059,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.84059,10.0,783.151125366,MELB - Inner,Greater Melbourne
Y24H5780330,Y24H5780330P03,Y24H5780330P03JTE075,Weekday,FROM_HOME,Y24H5780330P03S01,520,Glen Eira (C),TO_EDUCATION,Y24H5780330P03S01,527.0,Port Phillip (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.11471,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.11471,7.0,352.524809759,MELB - Inner,Greater Melbourne
Y24H5780330,Y24H5780330P04,Y24H5780330P04JTE076,Weekday,FROM_HOME,Y24H5780330P04S01,520,Glen Eira (C),TO_EDUCATION,Y24H5780330P04S01,527.0,Port Phillip (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.11471,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.11471,7.0,352.524809759,MELB - Inner,Greater Melbourne
Y24H5780405,Y24H5780405P03,Y24H5780405P03JTE077,Weekday,FROM_HOME,Y24H5780405P03S01,521,Moreland (C),TO_EDUCATION,Y24H5780405P03S01,530.0,Yarra (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.79648,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,1.79648,9.0,258.068428579,MELB - Inner,Greater Melbourne
Y24H5780416,Y24H5780416P04,Y24H5780416P04JTE078,Weekday,FROM_HOME,Y24H5780416P04S01,525,Moreland (C),TO_EDUCATION,Y24H5780416P04S01,540.0,Moreland (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,0.45109,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,0.45109,15.0,213.329223495,MELB - Inner,Greater Melbourne
Y24H5780417,Y24H5780417P03,Y24H5780417P03JTE079,Weekday,FROM_HOME,Y24H5780417P03S01,530,Moreland (C),TO_EDUCATION,Y24H5780417P03S01,540.0,Moreland (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,0.49026,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.49026,10.0,480.070374449,MELB - Inner,Greater Melbourne
Y24H5780417,Y24H5780417P04,Y24H5780417P04JTE080,Weekday,FROM_HOME,Y24H5780417P04S01,530,Moreland (C),TO_EDUCATION,Y24H5780417P04S01,540.0,Moreland (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,0.49026,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.49026,10.0,530.643553516,MELB - Inner,Greater Melbourne
Y24H5780436,Y24H5780436P01,Y24H5780436P01JTE081,Weekday,FROM_HOME,Y24H5780436P01S03,880,Moreland (C),TO_EDUCATION,Y24H5780436P01S05,980.0,Wyndham (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,880.0,894.0,968.0,,,,,,,,,,,,,885.0,967.0,980.0,,,,,,,,,,,,,0.6041,31.46486,1.09204,,,,,,,,,,,,,5.0,73.0,12.0,,,,,,,,,,,,,Train,90,33.161,100.0,579.080932505,MELB - Inner,Greater Melbourne
Y24H5780436,Y24H5780436P02,Y24H5780436P02JTE082,Weekday,FROM_HOME,Y24H5780436P02S01,480,Moreland (C),TO_EDUCATION,Y24H5780436P02S01,540.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,36.97685,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,36.97685,60.0,865.108448715,MELB - Inner,Greater Melbourne
Y24H5790103,Y24H5790103P03,Y24H5790103P03JTE083,Weekday,FROM_HOME,Y24H5790103P03S01,490,Casey (C),TO_EDUCATION,Y24H5790103P03S01,491.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,0.49672,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.49672,1.0,569.872217535,MELB - Outer,Greater Melbourne
Y24H5790124,Y24H5790124P03,Y24H5790124P03JTE084,Weekday,FROM_HOME,Y24H5790124P03S01,473,Casey (C),TO_EDUCATION,Y24H5790124P03S01,476.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,1.60848,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.60848,3.0,727.598295699,MELB - Outer,Greater Melbourne
Y24H5790124,Y24H5790124P04,Y24H5790124P04JTE085,Weekday,FROM_HOME,Y24H5790124P04S01,473,Casey (C),TO_EDUCATION,Y24H5790124P04S01,476.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,1.60848,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.60848,3.0,997.639563864,MELB - Outer,Greater Melbourne
Y24H5790125,Y24H5790125P04,Y24H5790125P04JTE086,Weekday,FROM_HOME,Y24H5790125P04S01,524,Casey (C),TO_EDUCATION,Y24H5790125P04S01,531.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,1.51459,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,1.51459,7.0,843.503284898,MELB - Outer,Greater Melbourne
Y24H5790208,Y24H5790208P03,Y24H5790208P03JTE087,Weekday,FROM_HOME,Y24H5790208P03S01,510,Monash (C),TO_EDUCATION,Y24H5790208P03S02,525.0,Monash (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,510.0,520.0,,,,,,,,,,,,,,515.0,525.0,,,,,,,,,,,,,,1.64704,0.98667,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,10,2.63371,15.0,798.943343257,MELB - Middle,Greater Melbourne
Y24H5790212,Y24H5790212P04,Y24H5790212P04JTE088,Weekday,FROM_HOME,Y24H5790212P04S01,420,Monash (C),TO_EDUCATION,Y24H5790212P04S03,470.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,420.0,435.0,460.0,,,,,,,,,,,,,430.0,460.0,470.0,,,,,,,,,,,,,0.58974,18.28761,0.32243,,,,,,,,,,,,,10.0,25.0,10.0,,,,,,,,,,,,,Train,45,19.19978,50.0,860.475391774,MELB - Middle,Greater Melbourne
Y24H5790215,Y24H5790215P03,Y24H5790215P03JTE089,Weekday,FROM_HOME,Y24H5790215P03S01,505,Monash (C),TO_EDUCATION,Y24H5790215P03S02,518.0,Monash (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,505.0,515.0,,,,,,,,,,,,,,510.0,518.0,,,,,,,,,,,,,,1.61278,0.27,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,Vehicle Passenger,8,1.88278,13.0,548.117379175,MELB - Middle,Greater Melbourne
Y24H5790217,Y24H5790217P03,Y24H5790217P03JTE090,Weekday,FROM_HOME,Y24H5790217P03S01,510,Monash (C),TO_EDUCATION,Y24H5790217P03S01,520.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,2.80217,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.80217,10.0,1045.046378374,MELB - Middle,Greater Melbourne
Y24H5790217,Y24H5790217P04,Y24H5790217P04JTE091,Weekday,FROM_HOME,Y24H5790217P04S01,510,Monash (C),TO_EDUCATION,Y24H5790217P04S01,520.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,2.80217,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.80217,10.0,622.459814327,MELB - Middle,Greater Melbourne
