hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5990304,Y24H5990304P02,Y24H5990304P02JTW0770,Weekday,FROM_HOME,Y24H5990304P02S01,508,Bayside (C),TO_WORK,Y24H5990304P02S02,533.0,Stonnington (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,508.0,512.0,,,,,,,,,,,,,,512.0,533.0,,,,,,,,,,,,,,3.13492,9.80238,,,,,,,,,,,,,,4.0,21.0,,,,,,,,,,,,,,Vehicle Driver,25,12.9373,25.0,480.784293239,MELB - Middle,Greater Melbourne
Y24H5990311,Y24H5990311P02,Y24H5990311P02JTW0771,Weekday,FROM_HOME,Y24H5990311P02S01,450,Bayside (C),TO_WORK,Y24H5990311P02S01,482.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,17.6383,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,Vehicle Driver,32,17.6383,32.0,375.607340119,MELB - Middle,Greater Melbourne
Y24H5990311,Y24H5990311P04,Y24H5990311P04JTW0772,Weekday,FROM_HOME,Y24H5990311P04S10,1082,Bayside (C),TO_WORK,Y24H5990311P04S10,1094.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1082.0,,,,,,,,,,,,,,,1094.0,,,,,,,,,,,,,,,6.23376,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Passenger,12,6.23376,12.0,246.028342546,MELB - Middle,Greater Melbourne
Y24H5990315,Y24H5990315P02,Y24H5990315P02JTW0773,Weekday,FROM_HOME,Y24H5990315P02S01,423,Bayside (C),TO_WORK,Y24H5990315P02S01,455.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Entertainment venue,,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,17.8663,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,Vehicle Driver,32,17.8663,32.0,572.116597225,MELB - Middle,Greater Melbourne
Y24H5990315,Y24H5990315P04,Y24H5990315P04JTW0774,Weekday,FROM_HOME,Y24H5990315P04S01,935,Bayside (C),TO_WORK,Y24H5990315P04S02,951.0,Melbourne (C),Vehicle Driver,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,935.0,945.0,,,,,,,,,,,,,,945.0,951.0,,,,,,,,,,,,,,15.9971,0.82061,,,,,,,,,,,,,,10.0,6.0,,,,,,,,,,,,,,Vehicle Driver,16,16.817709999999998,16.0,343.726247973,MELB - Middle,Greater Melbourne
Y24H5990315,Y24H5990315P05,Y24H5990315P05JTW0775,Weekday,FROM_HOME,Y24H5990315P05S01,480,Bayside (C),TO_WORK,Y24H5990315P05S01,500.0,Glen Eira (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,4.01398,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,4.01398,20.0,1977.92767608,MELB - Middle,Greater Melbourne
Y24H5990321,Y24H5990321P01,Y24H5990321P01JTW0776,Weekend,FROM_HOME,Y24H5990321P01S01,900,Bayside (C),TO_WORK,Y24H5990321P01S01,927.0,Stonnington (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,927.0,,,,,,,,,,,,,,,10.70699,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,Vehicle Driver,27,10.70699,27.0,345.860776844,MELB - Middle,Greater Melbourne
Y24H5990326,Y24H5990326P01,Y24H5990326P01JTW0777,Weekday,FROM_HOME,Y24H5990326P01S01,480,Glen Eira (C),TO_WORK,Y24H5990326P01S02,525.0,Melbourne (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,480.0,495.0,,,,,,,,,,,,,,490.0,525.0,,,,,,,,,,,,,,2.79727,16.65424,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,Vehicle Driver,40,19.451510000000003,45.0,590.852410094,MELB - Middle,Greater Melbourne
Y24H5990327,Y24H5990327P02,Y24H5990327P02JTW0778,Weekend,FROM_HOME,Y24H5990327P02S01,575,Glen Eira (C),TO_WORK,Y24H5990327P02S01,587.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,5.67257,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Driver,12,5.67257,12.0,959.317512422,MELB - Middle,Greater Melbourne
Y24H5990402,Y24H5990402P02,Y24H5990402P02JTW0779,Weekday,FROM_HOME,Y24H5990402P02S01,425,Whittlesea (C),TO_WORK,Y24H5990402P02S04,510.0,Melbourne (C),Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,425.0,430.0,452.0,495.0,,,,,,,,,,,,430.0,440.0,495.0,510.0,,,,,,,,,,,,7.92581,0.74573,13.10333,0.42477,,,,,,,,,,,,5.0,10.0,43.0,15.0,,,,,,,,,,,,Train,73,22.19964,85.0,816.576365694,MELB - Outer,Greater Melbourne
Y24H5990403,Y24H5990403P01,Y24H5990403P01JTW0780,Weekday,FROM_HOME,Y24H5990403P01S01,316,Whittlesea (C),TO_WORK,Y24H5990403P01S01,360.0,Glen Eira (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,37.45722,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,Vehicle Driver,44,37.45722,44.0,368.620569893,MELB - Outer,Greater Melbourne
Y24H5990405,Y24H5990405P02,Y24H5990405P02JTW0781,Weekday,FROM_HOME,Y24H5990405P02S01,510,Whittlesea (C),TO_WORK,Y24H5990405P02S01,525.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,5.73574,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,5.73574,15.0,750.668547434,MELB - Outer,Greater Melbourne
Y24H5990409,Y24H5990409P01,Y24H5990409P01JTW0782,Weekday,FROM_HOME,Y24H5990409P01S01,450,Whittlesea (C),TO_WORK,Y24H5990409P01S02,495.0,Hobsons Bay (C),Vehicle Driver,Vehicle Passenger,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,450.0,460.0,,,,,,,,,,,,,,457.0,495.0,,,,,,,,,,,,,,2.65543,32.11135,,,,,,,,,,,,,,7.0,35.0,,,,,,,,,,,,,,Vehicle Driver,42,34.766780000000004,45.0,571.722150202,MELB - Outer,Greater Melbourne
Y24H5990416,Y24H5990416P01,Y24H5990416P01JTW0783,Weekday,FROM_HOME,Y24H5990416P01S01,570,Whittlesea (C),TO_WORK,Y24H5990416P01S01,590.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,9.25831,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,9.25831,20.0,636.931208064,MELB - Outer,Greater Melbourne
Y24H5990422,Y24H5990422P01,Y24H5990422P01JTW0784,Weekday,FROM_HOME,Y24H5990422P01S01,352,Whittlesea (C),TO_WORK,Y24H5990422P01S01,380.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,28.57358,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,Vehicle Driver,28,28.57358,28.0,787.983316312,MELB - Outer,Greater Melbourne
Y24H5990422,Y24H5990422P01,Y24H5990422P01JTW0785,Weekday,FROM_HOME,Y24H5990422P01S04,1080,Whittlesea (C),TO_WORK,Y24H5990422P01S04,1097.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1080.0,,,,,,,,,,,,,,,1097.0,,,,,,,,,,,,,,,7.91248,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,Vehicle Driver,17,7.91248,17.0,787.983316312,MELB - Outer,Greater Melbourne
Y24H5990508,Y24H5990508P02,Y24H5990508P02JTW0786,Weekday,FROM_HOME,Y24H5990508P02S01,440,Maribyrnong (C),TO_WORK,Y24H5990508P02S02,490.0,Melbourne (C),Vehicle Driver,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,440.0,485.0,,,,,,,,,,,,,,485.0,490.0,,,,,,,,,,,,,,14.27614,0.47071,,,,,,,,,,,,,,45.0,5.0,,,,,,,,,,,,,,Vehicle Driver,50,14.74685,50.0,383.10574446,MELB - Middle,Greater Melbourne
Y24H5990509,Y24H5990509P01,Y24H5990509P01JTW0787,Weekday,FROM_HOME,Y24H5990509P01S03,696,Maribyrnong (C),TO_WORK,Y24H5990509P01S03,708.0,Hobsons Bay (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Entertainment venue,,,,,,,,,,,,,,,696.0,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,6.18873,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Driver,12,6.18873,12.0,490.929631914,MELB - Middle,Greater Melbourne
Y24H5990509,Y24H5990509P02,Y24H5990509P02JTW0788,Weekday,FROM_HOME,Y24H5990509P02S01,494,Maribyrnong (C),TO_WORK,Y24H5990509P02S01,510.0,Moonee Valley (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,7.30855,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Vehicle Driver,16,7.30855,16.0,567.366787196,MELB - Middle,Greater Melbourne
Y24H5990512,Y24H5990512P01,Y24H5990512P01JTW0789,Weekday,FROM_HOME,Y24H5990512P01S01,559,Maribyrnong (C),TO_WORK,Y24H5990512P01S03,581.0,Brimbank (C),Vehicle Passenger,Walking,Walking,,,,,,,,,,,,,Change Mode,Personal Business,Work Related,,,,,,,,,,,,,Transport Feature,Entertainment venue,Place of work,,,,,,,,,,,,,559.0,568.0,576.0,,,,,,,,,,,,,566.0,572.0,581.0,,,,,,,,,,,,,4.80098,0.30178,0.35141,,,,,,,,,,,,,7.0,4.0,5.0,,,,,,,,,,,,,Vehicle Passenger,16,5.45417,22.0,509.838297316,MELB - Middle,Greater Melbourne
Y24H5990522,Y24H5990522P01,Y24H5990522P01JTW0790,Weekday,FROM_HOME,Y24H5990522P01S03,811,Maribyrnong (C),TO_WORK,Y24H5990522P01S03,827.0,Moonee Valley (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,811.0,,,,,,,,,,,,,,,827.0,,,,,,,,,,,,,,,7.74285,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Vehicle Driver,16,7.74285,16.0,592.766143914,MELB - Middle,Greater Melbourne
Y24H5990533,Y24H5990533P01,Y24H5990533P01JTW0791,Weekday,FROM_HOME,Y24H5990533P01S01,490,Maribyrnong (C),TO_WORK,Y24H5990533P01S02,531.0,Monash (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,490.0,494.0,,,,,,,,,,,,,,494.0,531.0,,,,,,,,,,,,,,2.21826,31.95882,,,,,,,,,,,,,,4.0,37.0,,,,,,,,,,,,,,Vehicle Driver,41,34.17708,41.0,592.919025709,MELB - Middle,Greater Melbourne
Y24H5990533,Y24H5990533P02,Y24H5990533P02JTW0792,Weekday,FROM_HOME,Y24H5990533P02S01,490,Maribyrnong (C),TO_WORK,Y24H5990533P02S03,529.0,Melbourne (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,490.0,504.0,520.0,,,,,,,,,,,,,494.0,520.0,529.0,,,,,,,,,,,,,2.21826,9.91982,0.69123,,,,,,,,,,,,,4.0,16.0,9.0,,,,,,,,,,,,,Train,29,12.82931,39.0,442.623748963,MELB - Middle,Greater Melbourne
Y24H5990537,Y24H5990537P01,Y24H5990537P01JTW0793,Weekday,FROM_HOME,Y24H5990537P01S01,533,Maribyrnong (C),TO_WORK,Y24H5990537P01S01,571.0,Melbourne (C),Bicycle,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,11.77052,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,Bicycle,38,11.77052,38.0,394.978998657,MELB - Middle,Greater Melbourne
Y24H5990539,Y24H5990539P02,Y24H5990539P02JTW0794,Weekday,FROM_HOME,Y24H5990539P02S01,260,Maribyrnong (C),TO_WORK,Y24H5990539P02S01,264.0,Maribyrnong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,1.65808,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Driver,4,1.65808,4.0,1389.577188191,MELB - Middle,Greater Melbourne
Y24H6000202,Y24H6000202P02,Y24H6000202P02JTW0795,Weekday,FROM_HOME,Y24H6000202P02S01,414,Manningham (C),TO_WORK,Y24H6000202P02S01,458.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,30.97024,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,Vehicle Driver,44,30.97024,44.0,205.592339273,MELB - Outer,Greater Melbourne
Y24H6000211,Y24H6000211P01,Y24H6000211P01JTW0796,Weekday,FROM_HOME,Y24H6000211P01S01,614,Manningham (C),TO_WORK,Y24H6000211P01S01,655.0,Melbourne (C),Rideshare Service,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,29.00097,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,Taxi / Rideshare,41,29.00097,41.0,215.968854191,MELB - Outer,Greater Melbourne
Y24H6000212,Y24H6000212P02,Y24H6000212P02JTW0797,Weekday,FROM_HOME,Y24H6000212P02S01,330,Manningham (C),TO_WORK,Y24H6000212P02S01,360.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,22.57622,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,22.57622,30.0,307.598560748,MELB - Outer,Greater Melbourne
Y24H6000217,Y24H6000217P02,Y24H6000217P02JTW0798,Weekday,FROM_HOME,Y24H6000217P02S01,415,Manningham (C),TO_WORK,Y24H6000217P02S03,492.0,Melbourne (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,415.0,427.0,486.0,,,,,,,,,,,,,424.0,486.0,492.0,,,,,,,,,,,,,0.6595,28.77359,0.59571,,,,,,,,,,,,,9.0,59.0,6.0,,,,,,,,,,,,,Public Bus,74,30.0288,77.0,336.330343322,MELB - Outer,Greater Melbourne
Y24H6000224,Y24H6000224P01,Y24H6000224P01JTW0799,Weekday,FROM_HOME,Y24H6000224P01S01,520,Manningham (C),TO_WORK,Y24H6000224P01S01,545.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,16.78344,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,16.78344,25.0,1036.386663022,MELB - Middle,Greater Melbourne
Y24H6000224,Y24H6000224P02,Y24H6000224P02JTW0800,Weekday,FROM_HOME,Y24H6000224P02S01,520,Manningham (C),TO_WORK,Y24H6000224P02S01,545.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,16.78344,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,16.78344,25.0,658.493635532,MELB - Middle,Greater Melbourne
Y24H6000229,Y24H6000229P01,Y24H6000229P01JTW0801,Weekday,FROM_HOME,Y24H6000229P01S01,510,Manningham (C),TO_WORK,Y24H6000229P01S01,550.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,21.21409,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,21.21409,40.0,909.125711381,MELB - Middle,Greater Melbourne
Y24H6000229,Y24H6000229P02,Y24H6000229P02JTW0802,Weekday,FROM_HOME,Y24H6000229P02S01,365,Manningham (C),TO_WORK,Y24H6000229P02S03,446.0,Melbourne (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,365.0,376.0,425.0,,,,,,,,,,,,,373.0,425.0,446.0,,,,,,,,,,,,,0.48147,23.6378,2.05582,,,,,,,,,,,,,8.0,49.0,21.0,,,,,,,,,,,,,Public Bus,78,26.17509,81.0,507.628132874,MELB - Middle,Greater Melbourne
Y24H6000231,Y24H6000231P01,Y24H6000231P01JTW0803,Weekday,FROM_HOME,Y24H6000231P01S01,765,Manningham (C),TO_WORK,Y24H6000231P01S01,790.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,765.0,,,,,,,,,,,,,,,790.0,,,,,,,,,,,,,,,8.25053,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,8.25053,25.0,454.691875215,MELB - Middle,Greater Melbourne
Y24H6000329,Y24H6000329P02,Y24H6000329P02JTW0804,Weekday,FROM_HOME,Y24H6000329P02S01,477,Port Phillip (C),TO_WORK,Y24H6000329P02S04,517.0,Melbourne (C),Walking,Tram,Walking,Walking,,,,,,,,,,,,Change Mode,Change Mode,Pick-up or Deliver Something,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Entertainment venue,Place of work,,,,,,,,,,,,477.0,483.0,506.0,510.0,,,,,,,,,,,,478.0,506.0,508.0,517.0,,,,,,,,,,,,0.08024,4.15284,0.22155,0.46817,,,,,,,,,,,,1.0,23.0,2.0,7.0,,,,,,,,,,,,Tram,33,4.9228,40.0,821.974656704,MELB - Inner,Greater Melbourne
Y24H6000337,Y24H6000337P01,Y24H6000337P01JTW0805,Weekday,FROM_HOME,Y24H6000337P01S03,587,Port Phillip (C),TO_WORK,Y24H6000337P01S05,650.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Personal Business,Other Purpose,Work Related,,,,,,,,,,,,,Retail venue,Personal services,Place of work,,,,,,,,,,,,,587.0,619.0,637.0,,,,,,,,,,,,,594.0,621.0,650.0,,,,,,,,,,,,,2.60523,2.42357,5.97983,,,,,,,,,,,,,7.0,2.0,13.0,,,,,,,,,,,,,Vehicle Driver,22,11.00863,63.0,474.889024916,MELB - Inner,Greater Melbourne
Y24H6000337,Y24H6000337P02,Y24H6000337P02JTW0806,Weekday,FROM_HOME,Y24H6000337P02S03,560,Port Phillip (C),TO_WORK,Y24H6000337P02S03,570.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,3.71075,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,3.71075,10.0,471.373509791,MELB - Inner,Greater Melbourne
Y24H6000338,Y24H6000338P01,Y24H6000338P01JTW0807,Weekday,FROM_HOME,Y24H6000338P01S01,487,Port Phillip (C),TO_WORK,Y24H6000338P01S03,505.0,Port Phillip (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,487.0,488.0,494.0,,,,,,,,,,,,,488.0,494.0,505.0,,,,,,,,,,,,,0.08815,1.66284,0.92726,,,,,,,,,,,,,1.0,6.0,11.0,,,,,,,,,,,,,Tram,18,2.67825,18.0,703.41179377,MELB - Inner,Greater Melbourne
Y24H6000338,Y24H6000338P02,Y24H6000338P02JTW0808,Weekday,FROM_HOME,Y24H6000338P02S01,429,Port Phillip (C),TO_WORK,Y24H6000338P02S05,487.0,Melbourne (C),Walking,Tram,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,429.0,435.0,441.0,450.0,479.0,,,,,,,,,,,431.0,441.0,448.0,479.0,487.0,,,,,,,,,,,0.08815,1.9339,0.41827,6.04715,3.37334,,,,,,,,,,,2.0,6.0,7.0,29.0,8.0,,,,,,,,,,,Tram,52,11.86081,58.0,802.723767486,MELB - Inner,Greater Melbourne
Y24H6000340,Y24H6000340P02,Y24H6000340P02JTW0809,Weekday,FROM_HOME,Y24H6000340P02S01,450,Port Phillip (C),TO_WORK,Y24H6000340P02S02,474.0,Port Phillip (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Personal Business,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,450.0,465.0,,,,,,,,,,,,,,454.0,474.0,,,,,,,,,,,,,,1.44169,5.22374,,,,,,,,,,,,,,4.0,9.0,,,,,,,,,,,,,,Vehicle Passenger,13,6.665430000000001,24.0,391.524136125,MELB - Inner,Greater Melbourne
Y24H6000501,Y24H6000501P02,Y24H6000501P02JTW0810,Weekday,FROM_HOME,Y24H6000501P02S01,450,Brimbank (C),TO_WORK,Y24H6000501P02S03,525.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,450.0,475.0,511.0,,,,,,,,,,,,,465.0,511.0,525.0,,,,,,,,,,,,,3.15015,20.43157,0.41553,,,,,,,,,,,,,15.0,36.0,14.0,,,,,,,,,,,,,Train,65,23.99725,75.0,673.534001781,MELB - Outer,Greater Melbourne
Y24H6000507,Y24H6000507P01,Y24H6000507P01JTW0811,Weekend,FROM_HOME,Y24H6000507P01S04,853,Brimbank (C),TO_WORK,Y24H6000507P01S06,885.0,Wyndham (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Buy Something,Buy Something,Work Related,,,,,,,,,,,,,Retail venue,Retail venue,Place of work,,,,,,,,,,,,,853.0,869.0,877.0,,,,,,,,,,,,,863.0,873.0,885.0,,,,,,,,,,,,,5.36274,2.06539,7.18676,,,,,,,,,,,,,10.0,4.0,8.0,,,,,,,,,,,,,Vehicle Driver,22,14.61489,32.0,694.483602794,MELB - Outer,Greater Melbourne
Y24H6000511,Y24H6000511P01,Y24H6000511P01JTW0812,Weekday,FROM_HOME,Y24H6000511P01S01,373,Brimbank (C),TO_WORK,Y24H6000511P01S01,417.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,27.11525,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,Vehicle Driver,44,27.11525,44.0,583.182873048,MELB - Outer,Greater Melbourne
