tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H6190132P01T02,Y24H6190132,Y24H6190132P01,2,8,490,8,530,Place of education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),40,40.0,36.66276,Vehicle Driver,Work Related,540,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,36.66276,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,382.511122345,382.404800087,441.11709968,364.407772283,371.723377309,450.332390116,552.300575214,391.274042588,422.744462758,393.105813079,0.0,MELB - Outer,Greater Melbourne,Weekday,8.166666666666666,8.833333333333334,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190132,40->49,Female,Never,285999.0,Limited,Outer
Y24H6190132P02T01,Y24H6190132,Y24H6190132P02,1,5,310,6,360,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),50,50.0,66.98978,Vehicle Driver,Work Related,10,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,50,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,66.98978,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.404889121,399.933096069,421.717711166,370.531419241,363.422274514,472.737516671,469.775093222,444.239098034,472.446892795,448.433511208,0.0,MELB - Outer,Greater Melbourne,Weekday,5.166666666666667,6.0,0,0,0,Early Morning (0-6],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H6190132,30->39,Male,Never,285999.0,Limited,Outer
Y24H6190132P02T02,Y24H6190132,Y24H6190132P02,2,6,370,6,395,Place of work,My Workplace,Work Related,Own Workplace,Monash (C),Place of work,Another workplace or site,Work Related,Employers Business,Yarra Ranges (S),25,25.0,23.8419,Vehicle Driver,Work Related,25,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.8419,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.404889121,399.933096069,421.717711166,370.531419241,363.422274514,472.737516671,469.775093222,444.239098034,472.446892795,448.433511208,0.0,MELB - Outer,Greater Melbourne,Weekday,6.166666666666667,6.583333333333333,0,0,0,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190132,30->39,Male,Never,285999.0,Limited,Outer
Y24H6190132P02T03,Y24H6190132,Y24H6190132P02,3,7,420,7,430,Place of work,Another workplace or site,Work Related,Employers Business,Yarra Ranges (S),Place of work,Another workplace or site,Work Related,Employers Business,Knox (C),10,10.0,6.18483,Vehicle Driver,Work Related,50,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.18483,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.404889121,399.933096069,421.717711166,370.531419241,363.422274514,472.737516671,469.775093222,444.239098034,472.446892795,448.433511208,0.0,MELB - Outer,Greater Melbourne,Weekday,7.0,7.166666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190132,30->39,Male,Never,285999.0,Limited,Outer
Y24H6190132P02T04,Y24H6190132,Y24H6190132P02,4,8,480,8,520,Place of work,Another workplace or site,Work Related,Employers Business,Knox (C),Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),40,40.0,24.60617,Vehicle Driver,Work Related,60,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24.60617,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.404889121,399.933096069,421.717711166,370.531419241,363.422274514,472.737516671,469.775093222,444.239098034,472.446892795,448.433511208,0.0,MELB - Outer,Greater Melbourne,Weekday,8.0,8.666666666666666,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190132,30->39,Male,Never,285999.0,Limited,Outer
Y24H6190132P02T05,Y24H6190132,Y24H6190132P02,5,9,580,10,600,Place of work,Another workplace or site,Work Related,Employers Business,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),20,20.0,14.56874,Vehicle Driver,Work Related,300,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14.56874,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.404889121,399.933096069,421.717711166,370.531419241,363.422274514,472.737516671,469.775093222,444.239098034,472.446892795,448.433511208,0.0,MELB - Outer,Greater Melbourne,Weekday,9.666666666666666,10.0,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6190132,30->39,Male,Never,285999.0,Limited,Outer
Y24H6190136P01T01,Y24H6190136,Y24H6190136P01,1,7,420,7,425,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),5,5.0,0.74211,Vehicle Driver,Work Related,475,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.74211,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,323.575073509,318.669448182,282.259450302,241.593532487,402.848959099,572.123987923,305.323296007,324.183695369,538.145653882,294.843119101,0.0,MELB - Outer,Greater Melbourne,Weekday,7.0,7.083333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190136,50->59,Male,Occasional,116999.0,Adequate,Outer
Y24H6190138P02T01,Y24H6190138,Y24H6190138P02,1,8,501,8,534,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Frankston (C),33,33.0,38.7193,Vehicle Driver,Work Related,538,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38.7193,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,394.530460311,403.240523562,420.730052749,420.881472227,359.358400803,451.132410729,411.968801721,432.238812269,560.788986149,502.773751273,0.0,MELB - Outer,Greater Melbourne,Weekday,8.35,8.9,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190138,30->39,Female,Never,142999.0,Moderate,Outer
Y24H6190139P01T01,Y24H6190139,Y24H6190139P01,1,4,281,5,322,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),41,41.0,50.5347,Vehicle Driver,Work Related,493,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,41,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,50.5347,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,523.299238885,523.143264429,525.117756588,674.391317605,518.933830106,570.382027441,468.741398609,547.877082014,581.547087217,483.738956936,0.0,MELB - Outer,Greater Melbourne,Weekday,4.683333333333334,5.366666666666666,0,0,0,Early Morning (0-6],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H6190139,50->59,Male,Never,194999.0,Moderate,Outer
Y24H6190139P02T02,Y24H6190139,Y24H6190139P02,2,7,458,8,487,Retail venue,Petrol Station,Buy Something,Bought something,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Casey (C),29,29.0,32.99845,Vehicle Driver,Work Related,498,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,29,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,32.99845,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,507.15513523,508.238426085,530.426889427,657.934832427,505.231514462,556.460170508,468.522116415,544.494959462,753.518571328,507.567295094,0.0,MELB - Outer,Greater Melbourne,Weekday,7.633333333333334,8.116666666666667,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190139,40->49,Female,Never,194999.0,Moderate,Outer
Y24H6190212P02T02,Y24H6190212,Y24H6190212P02,2,10,600,10,605,Accommodation,Someone Elses Home,Social,Visited someone,Yarra (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),5,5.0,2.40983,Vehicle Driver,Work Related,475,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.40983,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1009.178249577,1133.507432211,1124.056256738,1127.436899481,1151.785298236,996.446461305,0.0,1097.098336659,906.633020434,1117.347532502,997.553828028,MELB - Middle,Greater Melbourne,Weekday,10.0,10.083333333333334,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190212,60->69,Female,Never,246999.0,Moderate,Middle
Y24H6190214P03T01,Y24H6190214,Y24H6190214P03,1,8,480,8,500,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of work,Another workplace or site,Work Related,Employers Business,Manningham (C),20,20.0,10.26793,Vehicle Driver,Work Related,100,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.26793,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1975.640661443,2353.194122269,2358.774214798,2180.186675234,2235.506209333,1893.565692106,0.0,1997.575861851,2333.644325823,1916.154080781,2061.099494943,MELB - Middle,Greater Melbourne,Weekend,8.0,8.333333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6190214,20->29,Male,Never,168999.0,Moderate,Middle
Y24H6190219P02T01,Y24H6190219,Y24H6190219P02,1,7,450,7,465,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),15,15.0,7.70632,Vehicle Driver,Work Related,405,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.70632,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2222.358860836,2088.179256244,2606.487208339,2487.504874382,2537.068925015,2180.272738187,0.0,2394.507630942,2422.516717359,3589.983193421,2130.759321424,MELB - Middle,Greater Melbourne,Weekday,7.5,7.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6190219,60->69,Female,Never,58499.0,Limited,Middle
Y24H6190222P01T01,Y24H6190222,Y24H6190222P01,1,8,485,8,492,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Whitehorse (C),7,7.0,2.48711,Vehicle Driver,Work Related,56,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.48711,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,371.093435324,327.890801298,555.780431273,362.574409175,0.0,399.351029818,441.523278725,401.66842278,425.795094596,555.792076484,367.064535708,MELB - Middle,Greater Melbourne,Weekday,8.083333333333334,8.2,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190222,70->79,Male,Never,58499.0,Moderate,Middle
Y24H6190222P01T03,Y24H6190222,Y24H6190222P01,3,15,903,15,910,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Whitehorse (C),7,7.0,2.48711,Vehicle Driver,Work Related,51,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.48711,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,371.093435324,327.890801298,555.780431273,362.574409175,0.0,399.351029818,441.523278725,401.66842278,425.795094596,555.792076484,367.064535708,MELB - Middle,Greater Melbourne,Weekday,15.05,15.166666666666666,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190222,70->79,Male,Never,58499.0,Moderate,Middle
Y24H6190226P02T01,Y24H6190226,Y24H6190226P02,1,8,522,9,553,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),31,31.0,19.72413,Vehicle Driver,Work Related,332,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.72413,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,851.202966879,848.138854039,938.598575903,872.860231134,0.0,919.725699638,981.622771619,883.161133414,1075.015054916,1230.061271718,835.469507241,MELB - Middle,Greater Melbourne,Weekday,8.7,9.216666666666667,1,0,1,Late Morning (9-12],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6190226,30->39,Male,Never,71499.0,Moderate,Middle
Y24H6190226P02T03,Y24H6190226,Y24H6190226P02,3,15,924,15,928,Retail venue,Hardware,Buy Something,Bought something,Greater Dandenong (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),4,4.0,2.6647,Vehicle Driver,Work Related,157,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.6647,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,851.202966879,848.138854039,938.598575903,872.860231134,0.0,919.725699638,981.622771619,883.161133414,1075.015054916,1230.061271718,835.469507241,MELB - Middle,Greater Melbourne,Weekday,15.4,15.466666666666667,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190226,30->39,Male,Never,71499.0,Moderate,Middle
Y24H6190229P02T02,Y24H6190229,Y24H6190229P02,2,8,530,9,560,Place of education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),30,30.0,6.873,Vehicle Driver,Work Related,330,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.873,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,887.618673784,836.222674478,1187.353502718,918.901655622,0.0,841.947356573,1191.249259833,1193.901971803,849.440046536,1111.496128654,886.806624327,MELB - Middle,Greater Melbourne,Weekday,8.833333333333334,9.333333333333334,1,0,1,Late Morning (9-12],Short (0-10],Mandatory,Private,Long (20-40],Y24H6190229,30->39,Female,Never,142999.0,Moderate,Middle
