tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H6010124P03T01,Y24H6010124,Y24H6010124P03,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of education,Primary School,Education,At school,Mornington Peninsula (S),10,10.0,3.29409,Vehicle Passenger,Education,440,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.29409,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,583.900711409,590.876698159,601.66070879,624.673950272,555.161244495,773.074236609,768.683033825,616.134462253,0.0,586.47353032,746.194223698,MELB - Outer,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010124,10->19,Male,Student,116999.0,Limited,Outer
Y24H6010124P04T01,Y24H6010124,Y24H6010124P04,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of education,Primary School,Education,At school,Mornington Peninsula (S),10,10.0,3.29409,Vehicle Passenger,Education,440,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.29409,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,686.738294717,693.479992934,683.018933268,860.212042344,650.544331713,877.413033161,828.87704143,720.814102415,0.0,724.576824358,991.411518055,MELB - Outer,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010124,0->9,Male,Student,116999.0,Limited,Outer
Y24H6010209P04T01,Y24H6010209,Y24H6010209P04,1,7,466,8,490,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),24,24.0,5.94423,Vehicle Passenger,Education,450,Vehicle Passenger,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,19,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.18474,1.75949,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,466.104095236,473.592007021,0.0,399.11612633,788.06928637,440.207654659,474.552466028,473.063644191,603.478711117,522.547195828,539.527685684,MELB - Middle,Greater Melbourne,Weekday,7.766666666666667,8.166666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Long (20-40],Y24H6010209,10->19,Female,Student,363999.0,Moderate,Middle
Y24H6010216P03T01,Y24H6010216,Y24H6010216P03,1,8,481,8,507,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Bayside (C),26,26.0,12.29601,Vehicle Passenger,Education,425,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.29601,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,702.527273698,709.310678681,0.0,603.51380034,1104.47267434,742.233434604,789.448742203,705.553360352,937.932186032,726.157785937,757.216530959,MELB - Middle,Greater Melbourne,Weekday,8.016666666666667,8.45,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6010216,10->19,Male,Student,142999.0,Moderate,Middle
Y24H6010217P04T01,Y24H6010217,Y24H6010217P04,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,3.15706,Vehicle Passenger,Education,420,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.15706,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,534.299604011,530.39271683,0.0,501.628290046,933.737134909,524.095734152,615.701686911,522.210474478,698.019142455,566.892815832,593.029611237,MELB - Middle,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010217,10->19,Male,Student,220999.0,Limited,Middle
Y24H6010218P03T02,Y24H6010218,Y24H6010218P03,2,8,483,8,493,Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Monash (C),Place of education,Secondary School,Education,At school,Monash (C),10,10.0,1.29823,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.29823,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,603.762327196,632.712036754,0.0,530.240683042,847.071554403,596.895169386,602.766522907,618.560008645,899.783538464,640.535436244,773.875952353,MELB - Middle,Greater Melbourne,Weekday,8.05,8.216666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010218,10->19,Male,Student,71499.0,Limited,Middle
Y24H6010218P04T03,Y24H6010218,Y24H6010218P04,3,8,499,8,515,Place of education,Secondary School,Accompany Someone,Accompanied someone,Monash (C),Place of education,Secondary School,Education,At school,Monash (C),16,16.0,3.21008,Vehicle Passenger,Education,419,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.21008,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,695.264235036,736.337924546,0.0,583.12918397,1017.962413552,700.556101035,685.268914401,715.796824922,977.593630324,751.028760552,888.565520559,MELB - Middle,Greater Melbourne,Weekday,8.316666666666666,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6010218,10->19,Female,Student,71499.0,Limited,Middle
Y24H6010224P03T01,Y24H6010224,Y24H6010224P03,1,8,485,8,492,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Secondary School,Education,At school,Monash (C),7,7.0,2.10037,Vehicle Passenger,Education,428,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.10037,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,464.237942462,509.153305026,572.663457494,398.236387261,623.152055212,481.460922493,547.355510603,456.793398798,597.093531107,487.456983171,0.0,MELB - Middle,Greater Melbourne,Weekday,8.083333333333334,8.2,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010224,10->19,Female,Student,220999.0,Limited,Middle
Y24H6010231P05T01,Y24H6010231,Y24H6010231P05,1,8,525,8,527,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),2,2.0,0.59278,Vehicle Passenger,Education,428,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.59278,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,880.849123773,924.240438287,1028.003070022,915.048145299,1258.53498201,982.427093853,919.588260616,868.618589295,1002.449677015,1001.703488116,0.0,MELB - Middle,Greater Melbourne,Weekday,8.75,8.783333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010231,0->9,Female,Student,363999.0,Limited,Middle
Y24H6010505P03T01,Y24H6010505,Y24H6010505P03,1,8,495,8,505,Accommodation,Survey Home,At Home,Go home,Brimbank (C),Place of education,Primary School,Education,At school,Brimbank (C),10,10.0,2.71032,Vehicle Passenger,Education,415,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.71032,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,481.323855271,527.989663694,654.722518713,0.0,484.928013351,646.76052138,532.284548732,571.376876729,501.974940393,481.59250618,525.568612799,MELB - Middle,Greater Melbourne,Weekday,8.25,8.416666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6010505,10->19,Male,Student,142999.0,Limited,Middle
